hour,group1,group2,group3,group4,group5
235,400000,100000,200000,150000,150000
236,400000,100000,200000,150000,150000
237,400000,100000,200000,150000,150000
238,400000,100000,200000,150000,150000
239,400000,100000,200000,150000,150000
240,400000,100000,200000,150000,150000
241,400000,100000,200000,150000,150000
242,400000,100000,200000,150000,150000
243,400000,100000,200000,150000,150000
244,400000,100000,200000,150000,150000
245,400000,100000,200000,150000,150000
246,400000,100000,200000,150000,150000
247,400000,100000,200000,150000,150000
248,400000,100000,200000,150000,150000
249,400000,100000,200000,150000,150000
250,400000,100000,200000,150000,150000
251,400000,100000,200000,150000,150000
252,400000,100000,200000,150000,150000
253,400000,100000,200000,150000,150000
254,400000,100000,200000,150000,150000
255,400000,100000,200000,150000,150000
256,400000,100000,200000,150000,150000
257,400000,100000,200000,150000,150000
258,400000,100000,200000,150000,150000
259,400000,100000,200000,150000,150000
260,400000,100000,200000,150000,150000
261,400000,100000,200000,150000,150000
262,400000,100000,200000,150000,150000
263,400000,100000,200000,150000,150000
264,400000,100000,200000,150000,150000
265,400000,100000,200000,150000,150000
266,400000,100000,200000,150000,150000
267,400000,100000,200000,150000,150000
268,400000,100000,200000,150000,150000
269,400000,100000,200000,150000,150000
270,400000,100000,200000,150000,150000
271,400000,100000,200000,150000,150000
272,400000,100000,200000,150000,150000
273,400000,100000,200000,150000,150000
274,400000,100000,200000,150000,150000
275,400000,100000,200000,150000,150000
276,400000,100000,200000,150000,150000
277,400000,100000,200000,150000,150000
278,400000,100000,200000,150000,150000
279,400000,100000,200000,150000,150000
280,400000,100000,200000,150000,150000
281,400000,100000,200000,150000,150000
282,400000,100000,200000,150000,150000
283,400000,100000,200000,150000,150000
284,400000,100000,200000,150000,150000
285,400000,100000,200000,150000,150000
286,400000,100000,200000,150000,150000
287,400000,100000,200000,150000,150000
288,400000,100000,200000,150000,150000
289,400000,100000,200000,150000,150000
290,400000,100000,200000,150000,150000
291,400000,100000,200000,150000,150000
292,400000,100000,200000,150000,150000
293,400000,100000,200000,150000,150000
294,400000,100000,200000,150000,150000
295,400000,100000,200000,150000,150000
296,400000,100000,200000,150000,150000
297,400000,100000,200000,150000,150000
298,400000,100000,200000,150000,150000
299,400000,100000,200000,150000,150000
300,400000,100000,200000,150000,150000
301,400000,100000,200000,150000,150000
302,400000,100000,200000,150000,150000
303,400000,100000,200000,150000,150000
304,400000,100000,200000,150000,150000
305,400000,100000,200000,150000,150000
306,400000,100000,200000,150000,150000
307,400000,100000,200000,150000,150000
308,400000,100000,200000,150000,150000
309,400000,100000,200000,150000,150000
310,400000,100000,200000,150000,150000
311,400000,100000,200000,150000,150000
312,400000,100000,200000,150000,150000
313,400000,100000,200000,150000,150000
314,400000,100000,200000,150000,150000
315,400000,100000,200000,150000,150000
316,400000,100000,200000,150000,150000
317,400000,100000,200000,150000,150000
318,400000,100000,200000,150000,150000
319,400000,100000,200000,150000,150000
320,400000,100000,200000,150000,150000
321,400000,100000,200000,150000,150000
322,400000,100000,200000,150000,150000
323,400000,100000,200000,150000,150000
324,400000,100000,200000,150000,150000
325,400000,100000,200000,150000,150000
326,400000,100000,200000,150000,150000
327,400000,100000,200000,150000,150000
328,400000,100000,200000,150000,150000
329,400000,100000,200000,150000,150000
330,400000,100000,200000,150000,150000
331,400000,100000,200000,150000,150000
332,400000,100000,200000,150000,150000
333,400000,100000,200000,150000,150000
334,400000,100000,200000,150000,150000
335,400000,100000,200000,150000,150000
336,400000,100000,200000,150000,150000
337,400000,100000,200000,150000,150000
338,400000,100000,200000,150000,150000
339,400000,100000,200000,150000,150000
340,400000,100000,200000,150000,150000
341,400000,100000,200000,150000,150000
342,400000,100000,200000,150000,150000
343,400000,100000,200000,150000,150000
344,400000,100000,200000,150000,150000
345,400000,100000,200000,150000,150000
346,400000,100000,200000,150000,150000
347,400000,100000,200000,150000,150000
348,400000,100000,200000,150000,150000
349,400000,100000,200000,150000,150000
350,400000,100000,200000,150000,150000
351,400000,100000,200000,150000,150000
352,400000,100000,200000,150000,150000
353,400000,100000,200000,150000,150000
354,400000,100000,200000,150000,150000
355,400000,100000,200000,150000,150000
356,400000,100000,200000,150000,150000
357,400000,100000,200000,150000,150000
358,400000,100000,200000,150000,150000
359,400000,100000,200000,150000,150000
360,400000,100000,200000,150000,150000
361,400000,100000,200000,150000,150000
362,400000,100000,200000,150000,150000
363,400000,100000,200000,150000,150000
364,400000,100000,200000,150000,150000
365,400000,100000,200000,150000,150000
366,400000,100000,200000,150000,150000
367,400000,100000,200000,150000,150000
368,400000,100000,200000,150000,150000
369,400000,100000,200000,150000,150000
370,400000,100000,200000,150000,150000
371,400000,100000,200000,150000,150000
372,400000,100000,200000,150000,150000
373,400000,100000,200000,150000,150000
374,400000,100000,200000,150000,150000
375,400000,100000,200000,150000,150000
376,400000,100000,200000,150000,150000
377,400000,100000,200000,150000,150000
378,400000,100000,200000,150000,150000
379,400000,100000,200000,150000,150000
380,400000,100000,200000,150000,150000
381,400000,100000,200000,150000,150000
382,400000,100000,200000,150000,150000
383,400000,100000,200000,150000,150000
384,400000,100000,200000,150000,150000
385,400000,100000,200000,150000,150000
386,400000,100000,200000,150000,150000
387,400000,100000,200000,150000,150000
388,400000,100000,200000,150000,150000
389,400000,100000,200000,150000,150000
390,400000,100000,200000,150000,150000
391,400000,100000,200000,150000,150000
392,400000,100000,200000,150000,150000
393,400000,100000,200000,150000,150000
394,400000,100000,200000,150000,150000
395,400000,100000,200000,150000,150000
396,400000,100000,200000,150000,150000
397,400000,100000,200000,150000,150000
398,400000,100000,200000,150000,150000
399,400000,100000,200000,150000,150000
400,400000,100000,200000,150000,150000
401,400000,100000,200000,150000,150000
402,400000,100000,200000,150000,150000
403,400000,100000,200000,150000,150000
404,400000,100000,200000,150000,150000
405,400000,100000,200000,150000,150000
406,400000,100000,200000,150000,150000
407,400000,100000,200000,150000,150000
408,400000,100000,200000,150000,150000
409,400000,100000,200000,150000,150000
410,400000,100000,200000,150000,150000
411,400000,100000,200000,150000,150000
412,400000,100000,200000,150000,150000
413,400000,100000,200000,150000,150000
414,400000,100000,200000,150000,150000
415,400000,100000,200000,150000,150000
416,400000,100000,200000,150000,150000
417,400000,100000,200000,150000,150000
418,400000,100000,200000,150000,150000
419,400000,100000,200000,150000,150000
420,400000,100000,200000,150000,150000
421,400000,100000,200000,150000,150000
422,400000,100000,200000,150000,150000
423,400000,100000,200000,150000,150000
424,400000,100000,200000,150000,150000
425,400000,100000,200000,150000,150000
426,400000,100000,200000,150000,150000
427,400000,100000,200000,150000,150000
428,400000,100000,200000,150000,150000
429,400000,100000,200000,150000,150000
430,400000,100000,200000,150000,150000
431,400000,100000,200000,150000,150000
432,400000,100000,200000,150000,150000
433,400000,100000,200000,150000,150000
434,400000,100000,200000,150000,150000
435,400000,100000,200000,150000,150000
436,400000,100000,200000,150000,150000
437,400000,100000,200000,150000,150000
438,400000,100000,200000,150000,150000
439,400000,100000,200000,150000,150000
440,400000,100000,200000,150000,150000
441,400000,100000,200000,150000,150000
442,400000,100000,200000,150000,150000
443,400000,100000,200000,150000,150000
444,400000,100000,200000,150000,150000
445,400000,100000,200000,150000,150000
446,400000,100000,200000,150000,150000
447,400000,100000,200000,150000,150000
448,400000,100000,200000,150000,150000
449,400000,100000,200000,150000,150000
450,400000,100000,200000,150000,150000
451,400000,100000,200000,150000,150000
452,400000,100000,200000,150000,150000
453,400000,100000,200000,150000,150000
454,400000,100000,200000,150000,150000
455,400000,100000,200000,150000,150000
456,400000,100000,200000,150000,150000
457,400000,100000,200000,150000,150000
458,400000,100000,200000,150000,150000
459,400000,100000,200000,150000,150000
460,400000,100000,200000,150000,150000
461,400000,100000,200000,150000,150000
462,400000,100000,200000,150000,150000
463,400000,100000,200000,150000,150000
464,400000,100000,200000,150000,150000
465,400000,100000,200000,150000,150000
466,400000,100000,200000,150000,150000
467,400000,100000,200000,150000,150000
468,400000,100000,200000,150000,150000
469,400000,100000,200000,150000,150000
470,400000,100000,200000,150000,150000
471,400000,100000,200000,150000,150000
472,400000,100000,200000,150000,150000
473,400000,100000,200000,150000,150000
474,400000,100000,200000,150000,150000
475,400000,100000,200000,150000,150000
476,400000,100000,200000,150000,150000
477,400000,100000,200000,150000,150000
478,400000,100000,200000,150000,150000
479,400000,100000,200000,150000,150000
480,400000,100000,200000,150000,150000
481,400000,100000,200000,150000,150000
482,400000,100000,200000,150000,150000
483,400000,100000,200000,150000,150000
484,400000,100000,200000,150000,150000
485,400000,100000,200000,150000,150000
486,400000,100000,200000,150000,150000
487,400000,100000,200000,150000,150000
488,400000,100000,200000,150000,150000
489,400000,100000,200000,150000,150000
490,400000,100000,200000,150000,150000
491,400000,100000,200000,150000,150000
492,400000,100000,200000,150000,150000
493,400000,100000,200000,150000,150000
494,400000,100000,200000,150000,150000
495,400000,100000,200000,150000,150000
496,400000,100000,200000,150000,150000
497,400000,100000,200000,150000,150000
498,400000,100000,200000,150000,150000
499,400000,100000,200000,150000,150000
500,400000,100000,200000,150000,150000
501,400000,100000,200000,150000,150000
502,400000,100000,200000,150000,150000
503,400000,100000,200000,150000,150000
504,400000,100000,200000,150000,150000
505,400000,100000,200000,150000,150000
506,400000,100000,200000,150000,150000
507,400000,100000,200000,150000,150000
508,400000,100000,200000,150000,150000
509,400000,100000,200000,150000,150000
510,400000,100000,200000,150000,150000
511,400000,100000,200000,150000,150000
512,400000,100000,200000,150000,150000
513,400000,100000,200000,150000,150000
514,400000,100000,200000,150000,150000
515,400000,100000,200000,150000,150000
516,400000,100000,200000,150000,150000
517,400000,100000,200000,150000,150000
518,400000,100000,200000,150000,150000
519,400000,100000,200000,150000,150000
520,400000,100000,200000,150000,150000
521,400000,100000,200000,150000,150000
522,400000,100000,200000,150000,150000
523,400000,100000,200000,150000,150000
524,400000,100000,200000,150000,150000
525,400000,100000,200000,150000,150000
526,400000,100000,200000,150000,150000
527,400000,100000,200000,150000,150000
528,400000,100000,200000,150000,150000
529,400000,100000,200000,150000,150000
530,400000,100000,200000,150000,150000
531,400000,100000,200000,150000,150000
532,400000,100000,200000,150000,150000
533,400000,100000,200000,150000,150000
534,400000,100000,200000,150000,150000
535,400000,100000,200000,150000,150000
536,400000,100000,200000,150000,150000
537,400000,100000,200000,150000,150000
538,400000,100000,200000,150000,150000
539,400000,100000,200000,150000,150000
540,400000,100000,200000,150000,150000
541,400000,100000,200000,150000,150000
542,400000,100000,200000,150000,150000
543,400000,100000,200000,150000,150000
544,400000,100000,200000,150000,150000
545,400000,100000,200000,150000,150000
546,400000,100000,200000,150000,150000
547,400000,100000,200000,150000,150000
548,400000,100000,200000,150000,150000
549,400000,100000,200000,150000,150000
550,400000,100000,200000,150000,150000
551,400000,100000,200000,150000,150000
552,400000,100000,200000,150000,150000
553,400000,100000,200000,150000,150000
554,400000,100000,200000,150000,150000
555,400000,100000,200000,150000,150000
556,400000,100000,200000,150000,150000
557,400000,100000,200000,150000,150000
558,400000,100000,200000,150000,150000
559,400000,100000,200000,150000,150000
560,400000,100000,200000,150000,150000
561,400000,100000,200000,150000,150000
562,400000,100000,200000,150000,150000
563,400000,100000,200000,150000,150000
564,400000,100000,200000,150000,150000
565,400000,100000,200000,150000,150000
566,400000,100000,200000,150000,150000
567,400000,100000,200000,150000,150000
568,400000,100000,200000,150000,150000
569,400000,100000,200000,150000,150000
570,400000,100000,200000,150000,150000
571,400000,100000,200000,150000,150000
572,400000,100000,200000,150000,150000
573,400000,100000,200000,150000,150000
574,400000,100000,200000,150000,150000
575,400000,100000,200000,150000,150000
576,400000,100000,200000,150000,150000
577,400000,100000,200000,150000,150000
578,400000,100000,200000,150000,150000
579,400000,100000,200000,150000,150000
580,400000,100000,200000,150000,150000
581,400000,100000,200000,150000,150000
582,400000,100000,200000,150000,150000
583,400000,100000,200000,150000,150000
584,400000,100000,200000,150000,150000
585,400000,100000,200000,150000,150000
586,400000,100000,200000,150000,150000
587,400000,100000,200000,150000,150000
588,400000,100000,200000,150000,150000
589,400000,100000,200000,150000,150000
590,400000,100000,200000,150000,150000
591,400000,100000,200000,150000,150000
592,400000,100000,200000,150000,150000
593,400000,100000,200000,150000,150000
594,400000,100000,200000,150000,150000
595,400000,100000,200000,150000,150000
596,400000,100000,200000,150000,150000
597,400000,100000,200000,150000,150000
598,400000,100000,200000,150000,150000
599,400000,100000,200000,150000,150000
600,400000,100000,200000,150000,150000
601,400000,100000,200000,150000,150000
602,400000,100000,200000,150000,150000
603,400000,100000,200000,150000,150000
604,400000,100000,200000,150000,150000
605,400000,100000,200000,150000,150000
606,400000,100000,200000,150000,150000
607,400000,100000,200000,150000,150000
608,400000,100000,200000,150000,150000
609,400000,100000,200000,150000,150000
610,400000,100000,200000,150000,150000
611,400000,100000,200000,150000,150000
612,400000,100000,200000,150000,150000
613,400000,100000,200000,150000,150000
614,400000,100000,200000,150000,150000
615,400000,100000,200000,150000,150000
616,400000,100000,200000,150000,150000
617,400000,100000,200000,150000,150000
618,400000,100000,200000,150000,150000
619,400000,100000,200000,150000,150000
620,400000,100000,200000,150000,150000
621,400000,100000,200000,150000,150000
622,400000,100000,200000,150000,150000
623,400000,100000,200000,150000,150000
624,400000,100000,200000,150000,150000
625,400000,100000,200000,150000,150000
626,400000,100000,200000,150000,150000
627,400000,100000,200000,150000,150000
628,400000,100000,200000,150000,150000
629,400000,100000,200000,150000,150000
630,400000,100000,200000,150000,150000
631,400000,100000,200000,150000,150000
632,400000,100000,200000,150000,150000
633,400000,100000,200000,150000,150000
634,400000,100000,200000,150000,150000
635,400000,100000,200000,150000,150000
636,400000,100000,200000,150000,150000
637,400000,100000,200000,150000,150000
638,400000,100000,200000,150000,150000
639,400000,100000,200000,150000,150000
640,400000,100000,200000,150000,150000
641,400000,100000,200000,150000,150000
642,400000,100000,200000,150000,150000
643,400000,100000,200000,150000,150000
644,400000,100000,200000,150000,150000
645,400000,100000,200000,150000,150000
646,400000,100000,200000,150000,150000
647,400000,100000,200000,150000,150000
648,400000,100000,200000,150000,150000
649,400000,100000,200000,150000,150000
650,400000,100000,200000,150000,150000
651,400000,100000,200000,150000,150000
652,400000,100000,200000,150000,150000
653,400000,100000,200000,150000,150000
654,400000,100000,200000,150000,150000
655,400000,100000,200000,150000,150000
656,400000,100000,200000,150000,150000
657,400000,100000,200000,150000,150000
658,400000,100000,200000,150000,150000
659,400000,100000,200000,150000,150000
660,400000,100000,200000,150000,150000
661,400000,100000,200000,150000,150000
662,400000,100000,200000,150000,150000
663,400000,100000,200000,150000,150000
664,400000,100000,200000,150000,150000
665,400000,100000,200000,150000,150000
666,400000,100000,200000,150000,150000
667,400000,100000,200000,150000,150000
668,400000,100000,200000,150000,150000
669,400000,100000,200000,150000,150000
670,400000,100000,200000,150000,150000
671,400000,100000,200000,150000,150000
672,400000,100000,200000,150000,150000
673,400000,100000,200000,150000,150000
674,400000,100000,200000,150000,150000
675,400000,100000,200000,150000,150000
676,400000,100000,200000,150000,150000
677,400000,100000,200000,150000,150000
678,400000,100000,200000,150000,150000
679,400000,100000,200000,150000,150000
680,400000,100000,200000,150000,150000
681,400000,100000,200000,150000,150000
682,400000,100000,200000,150000,150000
683,400000,100000,200000,150000,150000
684,400000,100000,200000,150000,150000
685,400000,100000,200000,150000,150000
686,400000,100000,200000,150000,150000
687,400000,100000,200000,150000,150000
688,400000,100000,200000,150000,150000
689,400000,100000,200000,150000,150000
690,400000,100000,200000,150000,150000
691,400000,100000,200000,150000,150000
692,400000,100000,200000,150000,150000
693,400000,100000,200000,150000,150000
694,400000,100000,200000,150000,150000
695,400000,100000,200000,150000,150000
696,400000,100000,200000,150000,150000
697,400000,100000,200000,150000,150000
698,400000,100000,200000,150000,150000
699,400000,100000,200000,150000,150000
700,400000,100000,200000,150000,150000
701,400000,100000,200000,150000,150000
702,400000,100000,200000,150000,150000
703,400000,100000,200000,150000,150000
704,400000,100000,200000,150000,150000
705,400000,100000,200000,150000,150000
706,400000,100000,200000,150000,150000
707,400000,100000,200000,150000,150000
708,400000,100000,200000,150000,150000
709,400000,100000,200000,150000,150000
710,400000,100000,200000,150000,150000
711,400000,100000,200000,150000,150000
712,400000,100000,200000,150000,150000
713,400000,100000,200000,150000,150000
714,400000,100000,200000,150000,150000
715,400000,100000,200000,150000,150000
716,400000,100000,200000,150000,150000
717,400000,100000,200000,150000,150000
718,400000,100000,200000,150000,150000
719,400000,100000,200000,150000,150000
720,400000,100000,200000,150000,150000
721,400000,100000,200000,150000,150000
722,400000,100000,200000,150000,150000
723,400000,100000,200000,150000,150000
724,400000,100000,200000,150000,150000
725,400000,100000,200000,150000,150000
726,400000,100000,200000,150000,150000
727,400000,100000,200000,150000,150000
728,400000,100000,200000,150000,150000
729,400000,100000,200000,150000,150000
730,400000,100000,200000,150000,150000
731,400000,100000,200000,150000,150000
732,400000,100000,200000,150000,150000
733,400000,100000,200000,150000,150000
734,400000,100000,200000,150000,150000
735,400000,100000,200000,150000,150000
736,400000,100000,200000,150000,150000
737,400000,100000,200000,150000,150000
738,400000,100000,200000,150000,150000
739,400000,100000,200000,150000,150000
740,400000,100000,200000,150000,150000
741,400000,100000,200000,150000,150000
742,400000,100000,200000,150000,150000
743,400000,100000,200000,150000,150000
744,400000,100000,200000,150000,150000
745,400000,100000,200000,150000,150000
746,400000,100000,200000,150000,150000
747,400000,100000,200000,150000,150000
748,400000,100000,200000,150000,150000
749,400000,100000,200000,150000,150000
750,400000,100000,200000,150000,150000
751,400000,100000,200000,150000,150000
752,400000,100000,200000,150000,150000
753,400000,100000,200000,150000,150000
754,400000,100000,200000,150000,150000
755,400000,100000,200000,150000,150000
756,400000,100000,200000,150000,150000
757,400000,100000,200000,150000,150000
758,400000,100000,200000,150000,150000
759,400000,100000,200000,150000,150000
760,400000,100000,200000,150000,150000
761,400000,100000,200000,150000,150000
762,400000,100000,200000,150000,150000
763,400000,100000,200000,150000,150000
764,400000,100000,200000,150000,150000
765,400000,100000,200000,150000,150000
766,400000,100000,200000,150000,150000
767,400000,100000,200000,150000,150000
768,400000,100000,200000,150000,150000
769,400000,100000,200000,150000,150000
770,400000,100000,200000,150000,150000
771,400000,100000,200000,150000,150000
772,400000,100000,200000,150000,150000
773,400000,100000,200000,150000,150000
774,400000,100000,200000,150000,150000
775,400000,100000,200000,150000,150000
776,400000,100000,200000,150000,150000
777,400000,100000,200000,150000,150000
778,400000,100000,200000,150000,150000
779,400000,100000,200000,150000,150000
780,400000,100000,200000,150000,150000
781,400000,100000,200000,150000,150000
782,400000,100000,200000,150000,150000
783,400000,100000,200000,150000,150000
784,400000,100000,200000,150000,150000
785,400000,100000,200000,150000,150000
786,400000,100000,200000,150000,150000
787,400000,100000,200000,150000,150000
788,400000,100000,200000,150000,150000
789,400000,100000,200000,150000,150000
790,400000,100000,200000,150000,150000
791,400000,100000,200000,150000,150000
792,400000,100000,200000,150000,150000
793,400000,100000,200000,150000,150000
794,400000,100000,200000,150000,150000
795,400000,100000,200000,150000,150000
796,400000,100000,200000,150000,150000
797,400000,100000,200000,150000,150000
798,400000,100000,200000,150000,150000
799,400000,100000,200000,150000,150000
800,400000,100000,200000,150000,150000
801,400000,100000,200000,150000,150000
802,400000,100000,200000,150000,150000
803,400000,100000,200000,150000,150000
804,400000,100000,200000,150000,150000
805,400000,100000,200000,150000,150000
806,400000,100000,200000,150000,150000
807,400000,100000,200000,150000,150000
808,400000,100000,200000,150000,150000
809,400000,100000,200000,150000,150000
810,400000,100000,200000,150000,150000
811,400000,100000,200000,150000,150000
812,400000,100000,200000,150000,150000
813,400000,100000,200000,150000,150000
814,400000,100000,200000,150000,150000
815,400000,100000,200000,150000,150000
816,400000,100000,200000,150000,150000
817,400000,100000,200000,150000,150000
818,400000,100000,200000,150000,150000
819,400000,100000,200000,150000,150000
820,400000,100000,200000,150000,150000
